"CURRICULUM_STEP_NO","QUESTION","MEANING","ANSWER","DISTRACTOR_1","DISTRACTOR_2","DISTRACTOR_3","DISTRACTOR_4"
24,drag,끌다,"3",붙이다,달리다,끌다,내려가다
24,hoof,발굽,"4",발톱,발,손,발굽
24,hurt,상처,"1",상처,약,눈물,웃음
24,dirty,더러운,"2",깨끗한,더러운,정돈된,가운데의
24,fur,털,"3",가죽,피부,털,먼지
24,broom,빗자루,"3",창문,바닥,빗자루,교실
23,tiger,호랑이,"2",코끼리,호랑이,치타,새
23,van,"밴, 승합차","3",택시,버스,"밴, 승합차",자전거
23,glass,유리잔,"1",유리잔,컵,그릇,접시
24,end,끝,"4",기록,측정,분류,끝
11,storm,폭풍,"2",말,폭풍,"코르크, 코르크 마개","키가 작은, 짧은"
11,whale,고래,"3",채찍,우산,고래,"전화, 전화기"
11,whip,채찍,"2",고래,채찍,수염,"전화, 전화기"
23,nice,"좋은, 멋진","1","좋은, 멋진",피곤한,화난,놀란
23,turn over,뒤집다,"3",눈에 띄다,연락하다,뒤집다,~을 돌보다
23,balloons,풍선들,"1",풍선들,양초,케이크,공
24,game,경기,"4",승리,경쟁,공,경기
23,can,~할 수 있다,"2",거의 ~ 않다,~할 수 있다,~한 적이 없다,~보다 이전에
23,important,중요한,"1",중요한,소홀한,적당한,관심 없는
24,light,"전깃불, 빛","1","전깃불, 빛",밤,하늘,태양
24,forget,잊다,"3",생각하다,기억하다,잊다,주다
25,bag,"봉투, 가방","1","봉투, 가방",방망이,바구니,컵
26,wear,입다,"4",연습하다,바이올린,정장,입다
26,land,내려앉다,"2",파다,내려앉다,씻다,다투다
27,mice,생쥐들,"3",소들,강아지들,생쥐들,말들
27,girl,소녀,"1",소녀,소년,가수,편지 친구
25,chicken,닭고기,"4",치즈,돼지고기,버터,닭고기
25,friendly,다정한,"2",냉정한,다정한,두려운,게으른
25,yogurt,요구르트,"1",요구르트,케첩,스파게티,스테이크
27,first,첫 번째(의) ,"3",세 번째(의),두 번째(의),첫 번째(의),네 번째(의)
27,hen,암탉 ,"4",암소,고양이,여우,암탉
27,please,제발 ,"4",역시,또한,드디어,제발
27,each,각각의 ,"2",모든,각각의,몇몇의,항상
25,doctor,의사 ,"4",간호사,선생님,요리사,의사
34,privacy,사생활,"1",사생활,예민한,훔치다,신분
34,traffic,교통,"2",찬성하다,교통,어리석음,예민한
34,stay,머무르다,"4",유래하다,차고,마이크,머무르다
34,garage,차고,"3",투자하다,주문,차고,천식
34,invest,투자하다,"4",매우,천식,미식가,투자하다
34,emission,배기물,"2",모터,배기물,자동차 제조회사,탱크
32,debate,토론,"4",시험,발표,작문,토론
32,focus,집중하다,"1",집중하다,반대하다,설명하다,준비하다
32,should,~해야 한다,"3",~할 수 있다,~일지 모른다,~해야 한다,~해서는 안 된다
32,assertion,주장,"3",반박,찬성,주장,반대
25,street,길 ,"1",길,도시,건물,자동차 전시회
25,brown,갈색의 ,"4",녹색의,흰색의,분홍색의,갈색의
25,library,도서관 ,"3",박물관,극장,도서관,병원
32,freedom,자유,"4",수업,십대,교복,자유
32,still,여전히,"3",하지만,예를 들어,여전히,결론적으로
32,last,마지막의,"4",첫째의,둘째의,다음의,마지막의
27,mad,"화난, 미친 ","4","행복한, 기쁜",슬픈,"좋은, 훌륭한","화난, 미친"
25,skate,스케이트 ,"1",스케이트,스키,농구,테니스
25,garage,차고 ,"3",정원,쓰레기,차고,거실
25,behind,뒤에 ,"4",~동안,중간에,앞에,뒤에
32,more,더 많은,"1",더 많은,더 적은,많은,마지막의
32,cafeteria,"카페테리아, 구내식당","4",커피숍,편의점,백화점,"카페테리아, 구내식당"
32,focus,집중하다,"2",공부하다,집중하다,생각하다,이야기하다
32,clarify,명확하게 하다,"1",명확하게 하다,깨끗하게 하다,설득하다,거절하다
32,discuss,논의하다,"2",결정하다,논의하다,쓰다,발표하다
32,type,"종류, 유형","2",테이프,"종류, 유형",맛,입장
32,serve,제공하다,"1",제공하다,요리하다,먹다,버리다
32,worker,직원,"3",학생,아이,직원,책
32,fresh,신선한,"4",뜨거운,차가운,더러운,신선한
32,healthier,더 건강한,"4",더 예쁜,더 어려운,더 깨끗한,더 건강한
25,shopping mall,쇼핑몰 ,"4",백화점,마트,아파트,쇼핑몰
32,cone,원뿔,"4",준수하다,경치,기초,원뿔
32,extend,뻗다,"4",부식,원뿔,막다,뻗다
32,landscape,경치,"4",분화구,기초,재,경치
32,devotion,헌신,"2",감동적인,헌신,아프다,해발
32,skip,거르다,"1",거르다,기어가다,날다,자다
32,expect,기대하다,"1",기대하다,가르치다,배우다,불평하다
32,addition,추가,"3",삭제,청중,추가,논제
32,grade,학년,"2",반박,학년,근거,토론
32,additionally,게다가,"4",하지만,예를 들어,결론적으로,게다가
32,annoying,성가신,"3",명확한,적절한,성가신,어려운
32,method,방법,"3",자유,규칙,방법,의견
32,hold,잡다,"4",방해하다,반대하다,확정하다,잡다
32,eye contact,눈 맞춤,"2",큰 목소리,눈 맞춤,계약,방법
32,loud,(소리가) 큰,"1",(소리가) 큰,(소리가) 작은,약한,비싼
27,why,왜 ,"3",무엇,어디,왜,언제
32,festival,축제일,"4",해발,잠깐,영감을 주다,축제일
32,holy,신성한,"3",손전등,해발,신성한,잠깐
32,march,행진하다,"1",행진하다,중도에서,작은 길,정상
32,firm,확고한,"2",업적,확고한,파손,틈새
32,accurate,정확한,"3",틈새,방어,정확한,설립하다
32,achievement,업적,"4",확고한,수도,파손,업적
32,choice,선택,"1",선택,소풍,도보 여행하다,제안하다
32,hike,도보 여행하다,"2",나아가다,도보 여행하다,장엄한,놀랄 만한
32,suggest,제안하다,"1",제안하다,장엄한,모험,나아가다
32,carve,새기다,"3",명백한,가혹한,새기다,중요치 않은
32,desert,사막,"1",사막,높이,협곡,결합하다
32,elevation,높이,"3",사막,명백한,높이,협곡
32,text,문자,"3",휴대전화,규칙,문자,실수
32,data,정보,"1",정보,잡지,연습,모형
32,research,"연구, 조사","4",결정,확신,실망,"연구, 조사"
32,author,"작가, 저자","3",학생,선생님,"작가, 저자",음악가
32,exercise,운동하다,"2",달리다,운동하다,날다,앉다
32,solve,해결하다,"2",나가다,해결하다,영향을 주다,결정하다
32,prepare,준비시키다,"1",준비시키다,발달시키다,압도하다,우선순위를 매기다
32,stressful,스트레스가 많은,"2",재능이 많은,스트레스가 많은,유익한,중요한
32,develop,발달시키다,"4",지지하다,기대하다,조사하다,발달시키다
32,complete,완료하다,"1",완료하다,연습하다,추가하다,반박하다
32,finish,끝내다,"4",추가하다,압도하다,평가하다,끝내다
32,expert,전문가,"1",전문가,질,작가,공포
32,try to,~하려고 하다,"1",~하려고 하다,이해하다,평가하다,반박하다
32,review,복습하다,"3",추가하다,압도하다,복습하다,끝내다
32,ability,능력,"2",교수,능력,흥분,공포
27,hot,더운 ,"3",추운,서늘한,더운,맑은
32,expert,전문가,"3",학생,주장,전문가,기자
32,grade,성적,"3",리더,동료,성적,이름
32,respect,존중하다,"2",무시하다,존중하다,생각하다,얻다
32,interested,관심 있어 하는,"3",싫어하는,회피하는,관심있어 하는,기대하는
32,point,"의견, 주장","2",양보,"의견, 주장",차이,가끔
32,environment,환경,"4",사회,나라,예시,환경
24,share,나누다,"4",(무엇)을 잘하다,하지 마라,(발로) 차다,나누다
24,rake,(갈퀴로) 긁어 모으다,"4",땅을 파다,(과일 등을) 따다,(무엇)을 잘하다,(갈퀴로) 긁어 모으다
24,milk,"(소,염소 등의) 우유를 짜다","2",(액체를) 붓다,(소 등의) 우유를 짜다,따라가다,(게임에서) 이기다
24,next to,바로 옆에,"2",바로 뒤에,바로 옆에,바로 아래,바로 위에
24,surprised,놀란,"4",기분이 언짢은,아주 맛있는,건강한,놀란
24,bought,"샀다,buy의 과거형","2",잃어버렸다,샀다,찾았다,따라갔다
24,cucumber,오이,"4",사과,호박,토마토,오이
24,get better,"(병,상황 등이) 좋아지다","3",(무엇)을 찾고 있는 중이다,두드리다,(병 등이) 좋아지다,추측하다
24,plenty,많은,"4",작은,모두,혼자,많은
27,pass away,시간을 보내다,"3",불다,지나가다,시간을 보내다,떨어지다
27,pass away,시간을 보내다,"2",지나가다,시간을 보내다,떨어지다,불다
27,treasure,"보물, 대단히 귀중한 것","4","레저, 여가 시간","측정하다, 재다","기쁨, 즐거움","보물, 대단히 귀중한 것"
27,tale,"이야기, 소설","3","탈락, 실패",편지,"이야기, 소설",꼬리
27,needlework,바느질,"2","바닷가, 물가",바느질,한때,한 쌍
27,grow in,(안쪽을 향해) 자라다,"2",다시 자라다,(안쪽을 향해) 자라다,없어지다,성장하다
27,go fishing,낚시하러 가다,"4",낚시할 준비를 되다,계속해서 낚시하다,낚시터를 떠나다,낚시하러 가다
27,whisker,수염,"3",속삭임,위스키,수염,겨울
27,lie,~에 누워 있다,"2",늦잠을 자다,~에 누워 있다,숨어 있다,편안하게만 있다
31,mention,언급하다,"3",전화,~을 더 좋아하다,언급하다,소개하다
31,own,자신의,"4",유일한,특별한,그들의,자신의
30,last,지난,"2",미래의,지난,최초의,현대의
31,last,지난,"2",미래의,지난,최초의,현대의
31,flea market,벼룩시장,"1",벼룩시장,백화점,수산시장,물물교환
30,congratulation,축하,"1",축하,격려,의식,탄생
31,hand,건네주다,"3",사인하다,손을 흔들다,건네주다,사다
30,hiccup,딸꾹질,"2",방귀,딸꾹질,기침,트림
31,hiccup,딸꾹질,"2",방귀,딸꾹질,기침,트림
30,fart,방귀를 뀌다,"1",방귀를 뀌다,트림하다,딸꾹질 하다,코를 골다
28,bath,목욕,"1",목욕,청소,타일,창문
31,fitness,(건강 상태의) 양호함,"3",마음 상태,심신 피로,(건강 상태의) 양호함,기능 장애
29,serve,제공하다,"3",따르다,초대하다,제공하다,데려가다
28,bounce,"튀다, 튀어오르다","2",~에게 수갑을 채우다,"튀다, 튀어오르다",~을 하도록 설득하다,(기계에) 넣다
35,sorrowful,슬픈,"4",관광객,주의하다,드문,슬픈
34,practice,연습하다,"2",제안하다,연습하다,내밀다,부끄러워하다
34,reflect,반영하다,"3",풍성하다,진단하다,반영하다,단결하다
33,just,공정한,"2",걱정스러운,공정한,갈망하는,안정적인
33,compassionate,"인정 많은, 동정적인","1","인정 많은, 동정적인",반대하는,까다로운,이해심 많은
33,endorse,선전하다,"4",생산하다,감소하다,동의하다,선전하다
33,peer pressure,또래 압력,"2",또래 집단,또래 압력,놀이 집단,압력기
33,valley,계곡,"2",상처가 없는,계곡,갑자기,절벽
27,leave,떠나다,"2",도착하다,떠나다,기다리다,지각하다
27,May I speak to,~를 바꿔주시겠어요?,"2",누구세요?,~를 바꿔주시겠어요?,잘 못 거셨어요.,기다리세요.
27,opposite,반대,"3",찬성,투표,반대,선거
27,regular,정규의,"1",정규의,기본의,비정규의,특별한
27,envelope,봉투,"3",질투,카드,봉투,가방
27,lid,"덮개, 뚜껑","4",이끌다,백합,주전자,"덮개, 뚜껑"
27,volunteer,자원봉사하다,"1",자원봉사하다,공부하다,참석하다,경쟁하다
27,glide,미끄러지듯 움직이다,"4",건너뛰다,점프하다,달리다,미끄러지듯 움직이다
27,gym,체육관,"3",운동장,교실,체육관,강당
27,weight lifting,역도,"4",마라톤,뜀틀,체조,역도
27,go skiing,스키타러 가다,"1",스키타러 가다,스케이트 타러 가다,등산하러 가다,수영하러 가다
27,sometimes,때때로,"4",대개,자주,매일,때때로
27,plant,심다,"4",구르다,찾다,파다,심다
27,prepare,준비하다,"4",주문하다,받다,노력하다,준비하다
27,have a test,시험을 치다,"3",시험삼아 입어보다,게임을 하다,시험을 치다,숙제를 하다
31,blame,비난하다,"1",비난하다,결정하다,방해하다,속삭이다
31,judge,심사위원,"3",판단,참가자,심사위원,정의
31,transfer,갈아타다,"2",연락하다,갈아타다,팔다,변신하다
31,traditional,전통적인,"2",무역의,전통적인,세계적인,유행의
31,fitness,건강,"2",행복,건강,균형,혜택
31,evidence,증거,"2",장비,증거,형태,보호
31,volleyball,배구,"1",배구,농구,탁구,야구
31,refrigerator,냉장고,"2",에어컨,냉장고,가구,장비
31,sore,"따가운, 아픈","1","따가운, 아픈",연고,"치료, 처치",증상
31,treatment,"치료, 처치","2",증상,"치료, 처치",질병,감염
31,infection,감염,"3","치료, 처치",증상,감염,연고
31,nutritious,영양가 있는,"4",풍미 있는,신선한,짠,영양가 있는
31,bland,특별한 맛이 안 나는,"1",특별한 맛이 안 나는,영양가 있는,섞다,풍미 있는
29,outdated,낡은,"1",낡은,최신의,훌륭한,놀라운
29,donate,기부하다,"1",기부하다,기도하다,결정하다,놀다
29,tropical,열대지방의,"3",남극의,역사적인,열대지방의,믿기 힘든
29,unique,유일한,"4",멋진,맛있는,지루한,유일한
29,huge,거대한,"1",거대한,환상적인,특별한,완벽한
29,borrow,빌리다,"4",쉬다,연습하다,취소하다,빌리다
29,terrific,아주 좋은,"3",작은,추운,아주 좋은,신이 난
29,slope,경사면,"3",균형,스키 재킷,경사면,스키 마스크
29,reason,이유,"4",가을,졸업,시간,이유
29,popcorn,팝콘,"4",쿠키,핫도그,피자,팝콘
29,copy,복사본,"2",롤러코스터,복사본,연,소풍
29,address,주소,"4",축구,배우,연극,주소
29,actor,배우,"1",배우,트로피,"12월",장소
29,Spanish,스페인어,"3",영어,일어,스페인어,프랑스어
29,frustrated,좌절감을 느끼는,"4",귀여운,참을성 있는,안도하는,좌절감을 느끼는
29,luggage,수하물,"4",발권대,보안검색대,비행기,수하물
29,scared,무서워하는,"4",당황스러운,형편없이,실,무서워하는
29,delicate,정교한,"1",정교한,아주 새로운,장식이 많은,구식의
29,vegetable,채소,"1",채소,줄,과일,요리
29,cliff,절벽,"4",나무,강당,협곡,절벽
29,against,~에 맞서,"4",급격한,~와 같은,불안해 하는,~에 맞서
29,botanic,식물의,"2",동물의,식물의,바다의,땅의
29,theater,극장,"1",극장,동물원,식물원,경기장
29,exchange,교환하다,"2",신고하다,교환하다,찍다,세우다
29,honest,정직한,"2",활동적인,정직한,이기적인,진실한
29,talented,재능이 있는,"3",숙련된,자신감 있는,재능이 있는,멋진
29,pillow,베개,"3",이불,커튼,베개,매트리스
29,bunch,다발,"4",종이,방법,나무,다발
29,return,돌아오다,"4",넘어지다,반복하다,제안하다,돌아오다
29,wooden,나무로 된,"4",쇠로 된,고무로 된,유리로 된,나무로 된
29,war,전쟁,"1",전쟁,평화,군인,권총
29,drag,끌다,"1",끌다,죽다,밟다,섞다
29,someday,언젠가,"1",언젠가,때때로,마침내,항상
29,immediately,즉시,"1",즉시,서로,항상,매우
29,behind,~뒤에,"2",~위에,~뒤에,~앞에,~옆에
29,participate,참여하다,"4",광고하다,관광하다,가져오다,참여하다
29,electrical,전기의,"2",행운의,전기의,구식의,최신의
29,introduce,소개하다,"3",가리키다,포함하다,소개하다,일어나다
30,improvise,즉흥적으로 하다,"4",포함하다,작곡하다,연주하다,즉흥적으로 하다
30,disabled,장애가 있는,"4",할 수 있는,창의적인,점진적인,장애가 있는
31,exhaust,배기가스,"2",혼성의,배기가스,발명하다,전기의
32,rapidly,빨리,"4",못생긴,잘생긴,천천히,빨리
32,approach,다가가다,"2",멀어지다,다가가다,승인하다,부인하다
32,combination,결합,"1",결합,조종,흡수,포장
32,generation,세대,"4",국가,상징,이주민,세대
32,organize,조직하다,"1",조직하다,암송하다,장악하다,유래하다
32,pottery,도자기,"2",시,도자기,잔치,춤
33,boring,지루한,"1",지루한,경쾌한,선명한,자연스러운
33,common,보편적인,"4",특수한,유동적인,온화한,보편적인
32,discussion,토론,"2",정치,토론,쿠션,대답
33,selection,선택,"2",운동,선택,집게,바닥
33,forecast,"예측, 예보","1","예측, 예보",주인공,조연,연출
35,instrument,악기,"3",건반,(현악기 연주용) 채,악기,끈
35,warm up,준비하다,"4",실천하다,연습하다,내밀다,준비하다
35,onstage,무대 위의,"2",공들인,무대 위의,연기하는,일류의
35,absorb,몰입하다,"3",축하하다,수여하다,몰입하다,아끼다
35,arrest,체포하다,"3",패배시키다,지지하다,체포하다,도착하다
35,grow up,어른이 되다,"2",치료하다,어른이 되다,감동시키다,붕괴시키다
35,organism,유기체,"2",원자,유기체,형체,성분
35,quality,특성,"1",특성,정성,물질,질량
35,refrigerator,냉장고,"2",창고,냉장고,저장,용기
35,convince,납득시키다,"3",확정하다,연기하다,납득시키다,기립하다
35,normal,당연한,"1",당연한,정밀한,수정한,이상적인
35,apparently,분명히,"4",적당히,최고로,게다가,분명히
35,edit,편집하다,"1",편집하다,디자인하다,인쇄하다,출판하다
35,draft,초고,"3",수정본,완성품,초고,편집
35,declaration,선언,"2",절약,선언,약속,분배
35,introduction,도입,"4",퇴출,수정,정리,도입
35,correction,수정,"3",초고,인쇄,수정,발표
35,elongate,연장하다,"3",두드리다,다듬다,연장하다,주무르다
35,contents,내용물,"3",포장,주의,내용물,조각품
35,den,작업실,"1",작업실,주차장,창고,마루
35,drizzle,이슬비,"4",안개,서리,태풍,이슬비
35,surface,표면,"2",해안,표면,호의,침체
35,reward,보상,"4",요정,호의,특권,보상
35,fairy,요정,"4",신화,용,전설,요정
34,customer,고객,"3",숭배자,주인,고객,상담원
34,unaffected,영향을 받지 않은,"1",영향을 받지 않은,참석하지 않은,영향을 받은,불참하지 않은
34,pesticide,살충제,"4",소화제,제습제,유화제,살충제
34,stable,견고한,"1",견고한,멸종된,약한,신뢰성 높은
34,vary,차이가 있다,"2",아주,차이가 있다,좁은,딸기
34,crush,분쇄하다,"3",발음하다,등록하다,분쇄하다,충돌하다
34,bitter,쓴,"4",단,신,짠,쓴
34,label,~에 명칭을 붙이다,"2",~에 매달리다,~에 명칭을 붙이다,~에 대해 반대하다,~에 대해 토의하다
34,representative,대표자,"1",대표자,모략가,방관자,검토자
34,decay,부패하다,"1",부패하다,집적하다,번영하다,지연되다
34,attach,첨부하다,"3",가르치다,참석하다,첨부하다,공격하다
34,salmon,연어,"4",고등어,참치,숭어,연어
34,prosperous,번영하는,"3",쇠퇴하는,참석한,번영하는,교육 받은
34,convert,전환하다,"3",반환하다,회상하다,전환하다,복귀하다
34,gravity,중력,"4",육즙,묘지,강도,중력
34,criticize,비난하다,"2",칭찬하다,비난하다,분쇄하다,인정하다
34,profit,이득이 되다,"2",번성하다,이득이 되다,딱 맞다,손해가 되다
34,invade,침입하다,"3",탈출하다,관찰하다,침입하다,분해하다
34,startle,놀라게 하다,"2",시작하다,놀라게 하다,미묘한,삭제하다
34,delete,삭제하다,"3",미묘한,놀라게 하다,삭제하다,드러내다
34,opportunity,기회,"2",상실,기회,책임,이론
34,responsibility,책임,"1",책임,기회,이론,상실
34,competition,시합,"1",시합,용어,잔디,이론
34,radiation,복사에너지,"4",자외선,적외선,책임,복사에너지
34,frustrated,불만족스러운,"3",만족스러운,번영하는,불만족스러운,풍부한
35,harm,손상시키다,"3",햄,먹이다,손상시키다,조화로운
35,life span,수명,"4",구명 조끼,수상구조요원,생명 연장,수명
35,goal,목표,"2",다수,목표,생명,동기
25,vacation,휴가 ,"2",여행,휴가,해변,비행기
35,aspect,관점,"2",기대,관점,영감,주관
35,platelet,혈소판,"3",혈장,적혈구,혈소판,백혈구
35,vessel,혈관,"4",심장,신장,피부,혈관
35,optic,시각의,"4",청각의,미각의,후각의,시각의
35,immediately,즉시,"1",즉시,점진적으로,부드럽게,친절하게
35,applicant,지원자,"3",삽입,적용,지원자,퇴직
35,recede,"줄다, 빠지다","1","줄다, 빠지다","덮다, 덮이다",중단하다,"막다, 막히게 하다"
35,discreet,"조심스러운, 예의 바른","1","조심스러운, 예의 바른",비밀스러운,난잡한,겸손한
35,page,호출하다,"2",조립하다,호출하다,확대하다,얇게 펴다
35,multiple,다양한,"3",어울리는,어두운,다양한,비싼
24,play,(경기?게임 등을) 하다,"2",믿다,"(경기, 게임 등을) 하다",얻다,버리다
25,try,(음식을) 맛 보다 ,"4",기침하다,자다,콧물을 흘리다,(음식을) 맛 보다
24,angry,화난 ,"3",지루한,"기쁜, 행복한",화난,놀란
25,cook,요리하다 ,"3",그림그리다,운동하다,요리하다,춤을 추다
24,trash,쓰레기 ,"3",돌,낙엽,쓰레기,흙
25,hospital,병원 ,"2",학교,병원,도서관,소방서
25,duck,오리 ,"4",강아지,원숭이,닭,오리
25,brown,갈색의 ,"2",붉은,갈색의,파란색의,검정색의
25,cloud,구름 ,"4",햇빛,천둥,번개,구름
25,brush,붓 ,"2",연필,붓,지우개,스케치북
25,different,다른 ,"2",차이가 나는,다른,같은,비슷한
23,little,(크기가) 작은 ,"2",(크기가) 큰,(크기가) 작은,"오래된, 낡은",새로운
31,"바치다, 전념하다",dedicate,"2",respect,dedicate,punish,reflect
30,"바치다, 전념하다",dedicate,"2",respect,dedicate,punish,reflect
31,문지르다,rub,"1",rub,strike,book,regret
30,음,note,"3",music,performance,note,crossword
30,건반,key,"2",piano,key,string,art
30,~할 수 있다,be able to,"3",have no idea,unable to,be able to,enable to
31,여러 가지의,a variety of,"3",a number of,in addition to,a variety of,plenty of
31,need,어려움; 필요하다,"2",분리하다,어려움; 필요하다,함유하다,신어보다
30,need,어려움; 필요하다,"2",분리하다,어려움; 필요하다,함유하다,신어보다
31,public transportation,대중교통,"3",자동차,자전거,대중교통,기차
30,public transportation,대중교통,"3",자동차,자전거,대중교통,기차
31,create,일으키다,"1",일으키다,나눠 주다,개선되다,설거지를 하다
30,create,일으키다,"1",일으키다,나눠 주다,개선되다,설거지를 하다
30,pollution,"오염, 공해","4",여드름,불꽃놀이,환경,"오염, 공해"
30,unplug,플러그를 뽑다,"3",플러그를 꼽다,고통 받다,플러그를 뽑다,~할 것으로 기대되다
31,reduce,줄이다,"3",분리하다,함유하다,줄이다,재활용하다
30,connect,연결하다,"4",도착하다,포장하다,가져오다,연결하다
30,impact,영향,"1",영향,환경,"겉모습, 외모",포장 용기
31,desire,"바람, 욕구","3",독립,팔찌,"바람, 욕구",감촉
30,desire,"바람, 욕구","3",독립,팔찌,"바람, 욕구",감촉
30,movement,(정치적·사회적) 운동,"3","의견, 생각",문제 해결 능력,(정치적·사회적) 운동,독립
30,traditional,전통의,"3",현대의,문화적인,전통의,과거의
30,opposite,반대(의 것),"3","연구, 조사",자택 교육,반대(의 것),계단
31,unusual,"색다른, 드문","3",흔한,평균의,"색다른, 드문",확실한
30,행성,planet,"2",cheek,planet,passenger,floor
22,swim,수영하다,"2",낚시하다,수영하다,기어가다,바라보다
22,dog,개,"4",고양이,쥐,병아리,개
22,like,좋아하다,"3",싫어하다,먹이다,좋아하다,던지다
22,full,배부른,"2",배고픈,배부른,싫어하다,먹이다
22,head,머리,"4",팔,다리,목,머리
22,arm,팔,"1",팔,다리,목,머리
22,join,행동을 같이 하다,"4",수영하다,먹이다,돕다,행동을 같이 하다
31,"직업, 경력",career,"1",career,customer,receptionist,pharmacist
31,"상품, 제품",product,"2",mug,product,laundry,garage
30,"상품, 제품",product,"2",mug,product,laundry,garage
31,친화적인,friendly,"3",absolutely,private,friendly,kindly
30,중요하게 여기다,appreciate,"4",reduce,concentrate,contain,appreciate
31,~을 따라,along,"1",along,against,above,beyond
30,돌이 많은,stony,"4",relaxing,crowded,distracted,stony
30,자기의 본분을 다하다,do one`s part,"2",figure out,do one`s part,spread the word,lose oneself in
31,설거지를 하다,do the dishes,"2",care the dishes,do the dishes,carry the dishes,catch the dishes
31,prove,증명하다,"3",향상시키다,~을 돌보다,증명하다,"대하다, 다루다"
30,librarian,도서관 사서,"2",요원,도서관 사서,모니터 요원,비행기 승무원
31,shovel,삽,"1",삽,"대회, 시합",훈련,요원
31,quality,자질,"4","계산서, 청구서",가치,십 대,자질
31,annoyed,짜증이 난,"3",끊임없이,"시샘하는, 시기하는",짜증이 난,"정직한, 솔직한"
31,향상시키다,improve,"3",encourage,compare,improve,prove
30,"대하다, 다루다",treat,"3",compare,prove,treat,bother
31,주장,captain,"2",monitor,captain,librarian,crew
22,bird,새,"3",나뭇잎,하마,새,얼룩말
30,"값비싼, 고급의",fancy,"3",responsible,old-fashioned,fancy,organized
31,"긴급, 비상",emergency,"1",emergency,bill,shovel,crew
30,체계적인,organized,"4",old-fashioned,responsible,bilingual,organized
31,짜증이 난,annoyed,"1",annoyed,responsible,bilingual,jealous
30,짜증이 난,annoyed,"1",annoyed,responsible,bilingual,jealous
30,"~을 맡아서, 담당해서",in charge of,"3",get mad at,check out,in charge of,do one`s best
30,emergency crew,응급 요원,"3",지역 소방관,화재 경보기,응급 요원,손수건
30,doorknob,손잡이,"4",출구,"길, 경로",손수건,손잡이
30,whisper,속삭이다,"1",속삭이다,"반납하다, 돌려주다",빌리다,손상을 주다
31,perform,공연하다,"1",공연하다,자원봉사를 하다,적응하다,축하하다
30,perform,공연하다,"1",공연하다,자원봉사를 하다,적응하다,축하하다
30,background,(개인의) 배경,"4","조직, 단체, 기구",합창단,편견,(개인의) 배경
31,"지역의, 현지의",local,"3",stuck,panic,local,burning
30,불타는,burning,"2",panic,burning,stuck,local
30,"길, 경로",route,"2",escape plan,route,doorknob,safety
31,"행동, 행실",behavior,"1",behavior,calculator,weight,secret
30,적응하다,adjust,"3",increase,perform,adjust,face
31,(상황에) 직면하다,face,"1",face,adjust,celebrate,prejudice
31,다양한,diverse,"1",diverse,cultural,multicultural,fortunately
31,nearly,거의,"2",다행스럽게도,거의,요즘에는,"아마, 어쩌면"
31,parade,"퍼레이드, 행진","4","용어, 말",순간,"걸작, 명작","퍼레이드, 행진"
31,term,"용어, 말","3","별똥별, 유성",정의,"용어, 말",맛
31,extremely,"극도의, 극히","2",실제의,"극도의, 극히",규칙적으로,거의
31,detective,"형사, 수사관","4",수의사,동물원 사육사,수호자,"형사, 수사관"
31,"과제, 프로젝트",project,"1",project,situation,figure,term
30,"언쟁을 하다, 다투다",argue,"3",cost,refer to,argue,borrow
31,무게[체중]가 ~이다,weigh,"2",argue,weigh,lack,stay up
31,거의,nearly,"3",normally,until,nearly,extremely
31,"서술하다, 묘사하다",describe,"3",cooperate,decide,describe,rode
30,"서술하다, 묘사하다",describe,"3",cooperate,decide,describe,rode
30,~에 도착하다,arrive at,"2",refer to,arrive at,find out,stay up
31,포기하다,give up,"2",fall asleep,give up,feel blue,smell a rat
30,stance,(운동할 때의) 서 있는 자세,"3",혼합물,문장,(운동할 때의) 서 있는 자세,무게
31,regular,"보통의, 일반적인","2",중성의,"보통의, 일반적인",국제의,매일의
30,tail,"꼬리, 꼬리 부분","2",무릎,"꼬리, 꼬리 부분",머리,다리
31,"망치다, 엉망으로 만들다",ruin,"2",spill,ruin,chop,fix
31,미세먼지,ultrafine dust,"3",particle,yellow dust,ultrafine dust,disease
30,미세먼지,ultrafine dust,"3",particle,yellow dust,ultrafine dust,disease
30,"과로하게 하다, 혹사하다",overwork,"2",weigh,overwork,exercise,stretch
31,식사,meal,"3",habit,rest,meal,laundry
30,(뒤떨어진 일을) 만회하다,catch up on,"3",catch on,catch off,catch up on,keep up with
31,매진되다,be sold out,"1",be sold out,take out,be sold on,get sold well
30,매진되다,be sold out,"1",be sold out,take out,be sold on,get sold well
30,tram,전차,"1",전차,죽음,모자이크,종교
31,favor,"부탁, 호의","3",움직임,종류,"부탁, 호의",연주
30,crafts,공예품,"1",공예품,기념품,박물관,장식품
30,shake,흔들다,"2",문지르다,흔들다,치다,불다
22,little,어린,"3",큰,지루한,어린,먼
22,straight,"곧게, 똑바로","3",옆으로,앞으로,"곧게, 똑바로",뒤로
22,fall,떨어짐,"2",여름,떨어짐,화살,사진
22,school,학교,"4",집,도로,숟가락,학교
22,hills,언덕들,"4",신발들,친구들,염소들,언덕들
22,up,위로,"1",위로,아래로,옆으로,뒤로
22,hay,건초,"2",농장,건초,빛,웅덩이
22,mouse,쥐,"4",호랑이,돼지,말,쥐
22,bird,새,"1",새,사자,괴물,곰
